Job Id,Experience,Qualifications,Work Type,Job Title,Role,Job Description,Skills,Company
a04848c9-7359-434c-9e5c-5f0c1517feee,0 to 13 Years,MBA,Part-Time,Database Administrator,Database Developer,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",Hindustan Petroleum Corporation Limited (HPCL)
b8fabcc5-dfd4-4428-9960-500b41c24a11,3 to 15 Years,PhD,Temporary,Process Engineer,Industrial Engineer,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Deutsche Pfandbriefbank AG
983a7844-0982-4b87-b485-56678f877534,0 to 11 Years,BA,Intern,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Ambuja Cements
9812afd8-ce4a-4349-bd7c-5ca326479864,4 to 8 Years,BA,Contract,Product Manager,Technical Product Manager,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Centrica
321bc6de-e71a-4dee-837b-a4737b7387b5,5 to 15 Years,B.Com,Temporary,Electrical Engineer,Power Systems Engineer,"Power Systems Engineers design and maintain electrical power systems. They work on generation, transmission, and distribution of electrical power, focusing on safety and efficiency.",Electrical engineering Power system analysis Renewable energy systems Control systems Safety regulations,Santos Limited
7f722629-a0d1-41ca-a00f-bf0283b63ea7,5 to 11 Years,PhD,Full-Time,Personal Assistant,Personal Secretary,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,M&T Bank
ba171eef-c6be-4c69-8493-684909569bd3,5 to 14 Years,MBA,Part-Time,Operations Manager,Operations Director,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency.",Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,US Foods Holding
0b312918-c946-42b3-bfce-f11477c50628,5 to 11 Years,MBA,Full-Time,Software Architect,Cloud Architect,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","Workday, Inc."
f6aa5ea3-0149-496e-b6f4-0be2c122b66f,1 to 13 Years,MBA,Contract,Financial Analyst,Investment Analyst,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.",Financial analysis Investment evaluation Portfolio management Data analysis,ProSiebenSat.1 Media SE
5bd96269-ca60-4b79-8f94-08512be8fc85,1 to 15 Years,PhD,Full-Time,Financial Advisor,Wealth Management Advisor,Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.,Wealth management strategies Asset allocation Estate planning Tax management Client relationship management,SSE plc
1fee29c9-ace0-45f5-a014-f85926082aa2,3 to 12 Years,M.Tech,Contract,Software Tester,Automation Tester,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Woodside Petroleum
4ee4bbb4-ed4b-49f7-879a-4e9d191300e2,0 to 10 Years,M.Com,Temporary,Dental Hygienist,Dental Hygiene Educator,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,China Life Insurance
d4e25c88-a2f8-4718-8ecb-1b437d3fc089,1 to 13 Years,BCA,Intern,Network Security Specialist,Security Consultant,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.",Security consulting Risk assessment Security audits Security policy development Penetration testing Client communication,Vodafone
9ded2fa4-2d73-4438-a8b8-579804d1449a,5 to 15 Years,M.Tech,Temporary,Social Media Manager,Social Media Analyst,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Qantas Airways
07ed8e22-24b5-45e4-873f-e1c19c05a361,4 to 9 Years,PhD,Full-Time,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",Taylor Morrison Home
adc25ad7-97d4-4a9e-ba94-9ea5cb058465,3 to 10 Years,BA,Temporary,Dental Hygienist,Dental Public Health Hygienist,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,Erie Insurance Group
9d24ec9c-591a-482b-85e1-f910f2d5eaa2,2 to 14 Years,B.Com,Full-Time,Family Nurse Practitioner,Geriatric Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,Geriatric healthcare Geriatric assessment Geriatric treatment Elderly patient care Geriatric pharmacology,Merck
2485dd6b-08ab-4f25-bd63-70cf37fb855a,0 to 8 Years,BCA,Contract,UX/UI Designer,User Experience Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Xcel Energy
104b6d41-120f-4e3a-a6dd-a2d4bdd86c6f,2 to 14 Years,BCA,Part-Time,Supply Chain Analyst,Logistics Analyst,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,Shree Cement
8c5eb790-102d-453a-abd7-49eb2615cc6f,0 to 13 Years,BA,Full-Time,Content Writer,Copywriter,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.",Copywriting Content creation SEO Marketing strategies Creativity,Block
74ec3ae8-cd1c-469b-bb8c-56be6879ef4f,2 to 11 Years,BA,Intern,Interior Designer,Commercial Interior Designer,A Commercial Interior Designer focuses on designing interior spaces for businesses and commercial properties. They optimize layouts for productivity and aesthetics.,Commercial interior design Workplace ergonomics Building codes and regulations knowledge Sustainable design principles AutoCAD and Revit proficiency,Kinder Morgan
a78a6960-d7cf-497c-bcd8-b460430314ca,1 to 13 Years,BBA,Part-Time,Financial Controller,Finance Manager,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning",Nationwide
7bda1aa8-7357-4b1b-b067-9bbe3908423a,3 to 11 Years,B.Tech,Intern,Legal Assistant,Litigation Support Specialist,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills",Conagra Brands
13d3dd82-bf83-43ee-86d7-9460e116737e,5 to 8 Years,MCA,Contract,Systems Engineer,Cloud Systems Engineer,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability",Bayer AG
16142417-4eea-48ab-a109-4cda9bed5174,3 to 14 Years,M.Tech,Full-Time,Investment Analyst,Risk Analyst,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,E.ON SE
2e528bb7-8b88-4df8-9ed6-2758b624631c,1 to 15 Years,B.Com,Contract,Substance Abuse Counselor,Recovery Coach,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",Addiction recovery support Motivational interviewing Relapse prevention strategies,Avis Budget Group
36b856da-309d-45c9-8c5c-dc5b852d4608,3 to 12 Years,M.Com,Contract,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Facebook, Inc. (now Meta Platforms, Inc.)"
ed0efb53-60be-438c-a6ef-b95d3cad513f,2 to 8 Years,B.Tech,Contract,Marketing Director,Brand Director,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.",Brand strategy Brand development Creative direction Brand management Market research,CNOOC (China National Offshore Oil Corporation)
98fef3d8-02c9-4e9c-9709-21f53e3c9889,0 to 12 Years,MBA,Full-Time,Legal Advisor,In-House Counsel,"In the role of In-House Counsel, you will provide legal support to the organization across various areas, including contracts, employment law, and regulatory compliance. You will draft legal documents, handle litigation matters, and advise on legal risks affecting day-to-day operations. Your role is crucial in ensuring the company operates within the bounds of the law.",In-house counsel Legal advisory Employment law Intellectual property Regulatory compliance Dispute resolution Contract review Client counseling,Tenet Healthcare
1f6a9923-0a49-4b67-950b-dd4264b9a82e,3 to 15 Years,B.Tech,Part-Time,Aerospace Engineer,Aircraft Design Engineer,"Aircraft Design Engineers design and develop aircraft systems and structures. They work on aircraft components, propulsion systems, and aerodynamics to ensure safety and efficiency.","Aerospace engineering CAD software (e.g., AutoCAD) Aerodynamics Structural analysis Aircraft systems Safety regulations",Prudential Financial
aab2a8ff-970c-4b86-b248-e62544991264,4 to 11 Years,B.Com,Intern,Sales Consultant,B2B Sales Consultant,"B2B Sales Consultants specialize in business-to-business sales. They identify and target potential corporate clients, negotiate contracts, and build long-term relationships to drive sales growth in the B2B market.",B2B sales Business-to-business sales strategies Lead generation Sales negotiations Client relationship building Market research,Fortune Brands Innovations
741338c4-2736-4e6b-b664-280de7c91768,4 to 13 Years,PhD,Contract,Purchasing Agent,Supply Chain Coordinator,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network.",Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,NextEra Energy
f48d9cfa-96b4-4ad2-ad94-ca90a8b80688,2 to 12 Years,B.Tech,Intern,Network Administrator,Systems Administrator,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.","System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge",Santos Limited
34c74b85-5cf2-4fda-bb6a-eb539dabfa0f,1 to 14 Years,PhD,Full-Time,SEM Specialist,Paid Advertising Specialist,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,AutoNation
ed9bbbee-0c74-4523-a931-7acbd7798cad,0 to 11 Years,M.Tech,Contract,Legal Advisor,Legal Counsel,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.",Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance,Icahn Enterprises
e8b0860b-4f7d-4947-a352-455e8f1859b9,1 to 12 Years,M.Tech,Part-Time,Social Media Manager,Social Media Analyst,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Kohl's
e81e9880-2239-40e6-b646-19f6bfb74a80,3 to 14 Years,BA,Full-Time,Customer Service Manager,Customer Support Manager,"Customer Support Managers oversee a team of customer support representatives. They set performance goals, resolve complex customer issues, and develop strategies to improve customer satisfaction and the efficiency of support operations.",Customer support Team leadership Customer satisfaction Issue resolution Performance metrics Training and development,Compass Group
f9aa09bb-f856-4dd6-b24f-4f9d4e0c89f5,3 to 11 Years,BBA,Full-Time,Customer Service Manager,Customer Support Manager,"Customer Support Managers oversee a team of customer support representatives. They set performance goals, resolve complex customer issues, and develop strategies to improve customer satisfaction and the efficiency of support operations.",Customer support Team leadership Customer satisfaction Issue resolution Performance metrics Training and development,Adani Ports and Special Economic Zone
e329aa2d-35b6-482b-b3b3-f286bcb5f427,0 to 13 Years,PhD,Part-Time,Customer Success Manager,Customer Support Specialist,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,Carnival Corporation & plc
f5686e67-f57b-42fa-8d31-638fbfe9c7a9,4 to 13 Years,PhD,Full-Time,Customer Service Manager,Customer Support Manager,"Customer Support Managers oversee a team of customer support representatives. They set performance goals, resolve complex customer issues, and develop strategies to improve customer satisfaction and the efficiency of support operations.",Customer support Team leadership Customer satisfaction Issue resolution Performance metrics Training and development,Advanced Micro Devices
e1a9f334-30ce-44b1-8047-8a19537cf5f3,2 to 12 Years,MCA,Part-Time,Procurement Manager,Strategic Sourcing Manager,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships.",Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Landstar System
f1b66915-1178-42fe-9028-fcff4f162372,2 to 12 Years,MBA,Full-Time,Paralegal,Corporate Paralegal,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.",Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills,Advance Auto Parts
80e83dc0-3e06-438e-bafe-8ae48a0ff06f,5 to 14 Years,M.Tech,Temporary,UX/UI Designer,User Interface Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",CMS Energy
ca7f5b5a-f986-4f84-b96b-48b1af179bb9,4 to 9 Years,M.Com,Contract,Urban Planner,Environmental Planner,Environmental Planners assess and mitigate the impact of projects on the environment. They ensure compliance with environmental regulations and promote sustainable practices.,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,Apollo Global Management
ddeb4ce9-7825-4801-bd10-744aded92a41,5 to 9 Years,BCA,Temporary,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,China Pacific Insurance
fd86e3cd-b41e-475f-9e68-e361bc5e02ad,3 to 9 Years,PhD,Full-Time,Sales Representative,Account Executive,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,"The Vanguard Group, Inc."
977cbad8-1437-488a-9cb5-911de4b99df6,2 to 8 Years,MBA,Temporary,Art Teacher,Studio Art Teacher,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.",Art instruction Classroom management Art techniques Lesson planning Student assessment,Old Republic International
4dc14011-38e3-4afb-b77c-5b371ef08034,2 to 15 Years,BBA,Contract,Litigation Attorney,Trial Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Sage Group
df37b485-f822-40b5-afe5-0ce9852c0249,0 to 10 Years,BBA,Full-Time,UI Developer,UX/UI Designer,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,Best Buy
11352cae-dad4-4f22-95d0-9e85bade1891,1 to 9 Years,BCA,Contract,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Booking Holdings
4d3ec08e-3fc9-42ab-9efc-9041687f2508,1 to 10 Years,M.Com,Full-Time,Marketing Coordinator,Event Marketing Coordinator,"Event Marketing Coordinators focus on marketing events, including trade shows, exhibitions, and product launches, to maximize attendance and engagement.",Event planning and management Budgeting and financial management Vendor and sponsor relations Promotion and publicity Event logistics and coordination skills,Paramount Global
43b7fd24-1b88-4443-a979-0566f961a725,3 to 10 Years,B.Com,Temporary,Data Analyst,Business Intelligence Analyst,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Great Wall Motors
962d9960-f013-4553-8f48-4dbc3936565b,5 to 8 Years,B.Com,Full-Time,Urban Planner,Environmental Planner,Environmental Planners assess and mitigate the impact of projects on the environment. They ensure compliance with environmental regulations and promote sustainable practices.,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,Altice USA
17cbc230-e027-4d2e-a6eb-fefdab5f7a23,1 to 14 Years,PhD,Temporary,Software Tester,Quality Assurance Analyst,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",VF
5b687953-36db-40f6-a926-ff1c126008fd,0 to 8 Years,M.Com,Full-Time,QA Analyst,Automation Test Engineer,Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",UltraTech Cement
90dbd859-119d-4927-9ac2-52472ec0c176,3 to 8 Years,M.Com,Full-Time,HR Coordinator,Recruitment Coordinator,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.",Recruitment process Candidate screening Applicant tracking systems Communication,Booz Allen Hamilton Holding
1e14d209-2524-4c08-93f2-e021fd4539e3,2 to 15 Years,B.Tech,Part-Time,Procurement Coordinator,Purchasing Coordinator,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.",Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Go-Ahead Group
5a4a0a4f-2f98-4e75-a7f9-5d21a866aa73,0 to 11 Years,MBA,Intern,Network Administrator,Network Engineer,"Design, implement, and maintain computer networks, troubleshoot network issues, and ensure network performance and security.","Network infrastructure design Routing and switching Network protocols (e.g., TCP/IP) Cisco or Juniper certifications Troubleshooting and diagnostics Security protocols Wireless networking Network monitoring Collaboration Problem-solving Attention to detail",Brighthouse Financial
7a61b3d5-65ee-4e2c-83e5-5701a31d50c7,2 to 12 Years,M.Tech,Part-Time,Teacher,Special Education Teacher,"A Special Education Teacher works with students who have disabilities, tailoring instruction to meet their unique needs and ensuring they have access to a quality education.",Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,KeyCorp
b810a684-6e6a-4e55-bc9c-09e66ba7f677,0 to 8 Years,MCA,Part-Time,Urban Planner,Transportation Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.",Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Keurig Dr Pepper Inc.
8385e118-9a58-44c3-8576-7467b9409d11,2 to 14 Years,PhD,Contract,Accountant,Tax Accountant,"Tax Accountants specialize in tax-related matters. They prepare tax returns, assist with tax planning, and ensure compliance with tax laws and regulations. They stay updated on tax codes and advise organizations on tax strategies.",Tax preparation Tax planning Tax regulations Accounting Tax software proficiency,Sysco
339fb291-1fbe-4641-8695-7762451baa54,4 to 12 Years,M.Com,Full-Time,Chemical Engineer,Quality Control Engineer,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","Quality control processes Quality assurance standards (e.g., ISO) Statistical analysis Inspection techniques Documenting quality issues Root cause analysis Communication with production teams Problem-solving Attention to detail Technical knowledge",Adelaide Brighton
d32c47a9-3d6a-4a6c-bec5-7bb57599fa62,4 to 13 Years,BA,Part-Time,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",Fiat Chrysler Automobiles N.V.
2d1ce75d-4c36-49c5-a7d2-a4708137b212,4 to 9 Years,PhD,Full-Time,Dental Hygienist,Dental Public Health Hygienist,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,Westpac Banking Corporation
e47ded14-fc27-4e6c-bb92-f218beb54290,5 to 10 Years,BCA,Intern,Purchasing Agent,Procurement Specialist,"A Procurement Specialist manages procurement processes, negotiates with suppliers, and ensures cost-effective purchasing of goods and services to meet organizational needs.",Negotiation skills Vendor management Supply chain knowledge Contract management Analytical skills,Advanced Micro Devices
83030c96-8d8d-4314-ad38-84e51214b9a6,4 to 13 Years,BBA,Temporary,Marketing Analyst,Data Analyst,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",China Life Insurance
95109dbb-80e7-4909-aee0-eff31417b956,2 to 9 Years,MBA,Contract,Administrative Assistant,Executive Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",Stryker
6de64212-eaf0-496f-96fe-74436d29003a,5 to 15 Years,BCA,Part-Time,Teacher,Classroom Teacher,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Dow
1e9d3e8d-ad99-4c9f-846b-1af697205f4d,3 to 10 Years,B.Tech,Contract,Database Administrator,Database Developer,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",BYD Company
49f024ba-4e1d-4535-92aa-9149878915a9,0 to 12 Years,PhD,Temporary,Office Manager,Administrative Manager,"Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals.",Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,China Construction Bank
881d2471-ad3b-4be5-89e3-12c958f6d46f,3 to 12 Years,BA,Temporary,Occupational Therapist,Mental Health Occupational Therapist,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,ICICI Bank
26575df9-148f-4667-b213-234f62421133,0 to 14 Years,M.Com,Temporary,Content Writer,Content Strategist,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.",Content strategy Content planning SEO optimization Content marketing Analytics,Fidelity National Financial
08212e8f-6750-4af6-8ff3-50e710055c90,3 to 8 Years,M.Tech,Contract,Front-End Engineer,JavaScript Developer,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting",BASF SE
1abf6def-f9d9-4d10-a42f-7571bdea26bc,0 to 8 Years,MCA,Contract,Financial Analyst,Investment Analyst,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.",Financial analysis Investment evaluation Portfolio management Data analysis,International Flavors & Fragrances
d95fd570-e7c0-4475-b1be-c8ec21a59c32,3 to 11 Years,MCA,Intern,Social Media Coordinator,Content Creator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",Torrent Pharmaceuticals
633bd2a9-16a8-43af-9a7b-505857ff2a6c,3 to 13 Years,B.Tech,Intern,Mechanical Designer,CAD Technician,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Fifth Third Bancorp
75b14c17-9dbd-4335-bcb3-723c37eb9baa,5 to 13 Years,M.Com,Contract,Network Administrator,Network Security Analyst,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Kingfisher plc
f3381b55-1953-486b-b998-24baae6aa724,1 to 9 Years,B.Com,Part-Time,Software Architect,Enterprise Architect,"An Enterprise Architect oversees the overall IT infrastructure, ensuring it supports business processes, and develops strategies to enhance the organizations technology landscape.",Enterprise architecture Business strategy alignment IT governance and compliance,Mosaic
